OrderID,OrderDate,CustomerID,Region,CustomerSegment,ProductID,ProductCategory,ProductSubcategory,Quantity,UnitPrice,DiscountPercent,GrossSales,NetSales,CostOfGoodsSold,ShippingCost,DeliveryDays,ExpectedDeliveryDays,ReturnFlag,ReturnReason,FulfilmentCenter
ORD00478,11-Mar-2025,CUST1572,West,Corporate,PROD219,Lifestyle,Fitness,5,1761,0.1,8805,7924.5,5779.836,165,7,6,0,,FC4
ORD00479,29-Jun-2023,CUST1246,West,Consumer,PROD126,Electronics,Audio,1,1320,0,1320,1320,1042.345,92,7,6,0,,FC4
ORD00480,15-Nov-2023,CUST1033,North,Small Business,PROD435,Fashion,Accessories,4,4393,0.3,17572,12300.4,12975.5,250,2,3,0,,FC4
ORD00481,23-Apr-2025,CUST1449,South,Consumer,PROD187,Electronics,Audio,3,1816,0.2,5448,4358.4,3570.044,104,8,5,0,,FC2
ORD00482,22-Sep-2025,CUST1243,West,Corporate,PROD277,Electronics,Audio,1,714,0.3,714,499.8,359.3489,86,5,3,0,,FC2
ORD00483,31-Jan-2023,CUST1536,South,Consumer,PROD411,Lifestyle,Beauty,2,1856,0.15,3712,3155.2,2601.522,229,2,2,0,,FC2
ORD00484,26-Jun-2025,CUST1521,West,Consumer,PROD300,Lifestyle,Beauty,2,3331,0.05,6662,6328.9,4394.595,183,8,6,0,,FC3
ORD00485,5-Mar-2023,CUST1052,East,Consumer,PROD161,Electronics,Mobile,4,858,0,3432,3432,1845.01,101,2,2,0,,FC1
ORD00486,30-Jan-2025,CUST1667,East,Corporate,PROD277,Electronics,Mobile,3,2147,0.2,6441,5152.8,4298.818,231,5,5,0,,FC3
ORD00487,18-Feb-2023,CUST1558,North,Small Business,PROD476,Fashion,Footwear,1,1779,0.05,1779,1690.05,1054.959,102,3,3,1,Quality Issue,FC4
ORD00488,13-Oct-2025,CUST1204,East,Consumer,PROD327,Lifestyle,Fitness,5,2355,0.05,11775,11186.25,7373.835,139,4,2,0,,FC4
ORD00489,3-Oct-2023,CUST1846,North,Small Business,PROD211,Fashion,Footwear,5,4699,0,23495,23495,13419.04,143,7,4,1,Quality Issue,FC1
ORD00490,17-Nov-2024,CUST1256,West,Consumer,PROD460,Lifestyle,Beauty,5,4515,0.15,22575,19188.75,16164.23,295,3,2,0,,FC3
ORD00491,14-Feb-2025,CUST1797,West,Small Business,PROD386,Lifestyle,Beauty,2,3291,0,6582,6582,4167.087,175,1,2,0,,FC2
ORD00492,25-Aug-2023,CUST1440,East,Consumer,PROD412,Lifestyle,Fitness,4,4970,0.4,19880,11928,13031.78,63,6,4,1,,FC1
ORD00493,22-Nov-2024,CUST1663,East,Small Business,PROD359,Lifestyle,Home Decor,4,3687,0.15,14748,12535.8,10099.01,116,7,5,0,,FC3
ORD00494,11-Sep-2024,CUST1953,West,Corporate,PROD377,Lifestyle,Home Decor,3,3744,0,11232,11232,6226.733,192,8,6,0,,FC1
ORD00495,16-Mar-2023,CUST1276,South,Small Business,PROD140,Electronics,Audio,1,4570,0.4,4570,2742,2663.583,197,6,6,0,,FC1
ORD00496,4-Aug-2023,CUST1870,West,Small Business,PROD209,Lifestyle,Fitness,4,4946,0,19784,19784,10129.52,113,3,3,0,,FC1
ORD00497,2-Oct-2024,CUST1884,North,Consumer,PROD228,Fashion,Footwear,1,2602,0.1,2602,2341.8,1647.699,240,2,2,0,,FC4
ORD00498,5-Aug-2024,CUST1831,East,Corporate,PROD129,Fashion,Apparel,5,4883,0.15,24415,20752.75,13504.46,259,4,3,0,,FC4
ORD00499,23-Feb-2023,CUST1510,West,Small Business,PROD478,Electronics,Laptop,3,1149,0,3447,3447,2107.35,157,4,5,0,,FC3
ORD00500,20-Jul-2023,CUST1793,West,Consumer,PROD290,Fashion,Apparel,5,2721,0,13605,13605,9958.106,183,4,4,0,,FC2
ORD00501,30-May-2024,CUST1976,West,Corporate,PROD475,Lifestyle,Fitness,1,1464,0,1464,1464,971.0288,277,7,6,0,,FC4
ORD00502,9-Aug-2025,CUST1194,West,Corporate,PROD193,Electronics,Mobile,4,1870,0.05,7480,7106,4120.719,141,5,6,0,,FC3
ORD00503,16-Oct-2023,CUST1891,West,Consumer,PROD409,Lifestyle,Home Decor,1,3678,0,3678,3678,2231.909,254,4,4,1,,FC3
ORD00504,28-Sep-2023,CUST1001,East,Consumer,PROD460,Electronics,Laptop,5,4463,0.5,22315,11157.5,11506.21,158,5,5,0,,FC3
ORD00505,2-Nov-2024,CUST1048,East,Consumer,PROD131,Fashion,Accessories,5,3953,0.25,19765,14823.75,9990.414,100,6,6,0,,FC1
ORD00506,16-Feb-2024,CUST1505,West,Small Business,PROD230,Fashion,Apparel,1,1655,0.2,1655,1324,1108.965,191,6,5,0,,FC2
ORD00507,30-Mar-2025,CUST1937,South,Consumer,PROD454,Electronics,Mobile,2,3094,0.15,6188,5259.8,3288.809,280,5,5,0,,FC2
ORD00508,18-Jun-2024,CUST1662,East,Corporate,PROD120,Electronics,Audio,2,3343,0.15,6686,5683.1,4169.309,208,5,2,1,Quality Issue,FC1
ORD00509,6-Jan-2025,CUST1914,East,Corporate,PROD483,Electronics,Laptop,3,2868,0.1,8604,7743.6,5521.696,183,4,4,0,,FC1
ORD00510,9-Feb-2025,CUST1249,West,Small Business,PROD476,Fashion,Accessories,1,799,0.05,799,759.05,410.3415,150,2,2,0,,FC4
ORD00511,10-Nov-2023,CUST1233,West,Consumer,PROD489,Fashion,Apparel,4,2262,0,9048,9048,5983.393,233,3,4,0,,FC2
ORD00512,31-Dec-2023,CUST1366,West,Small Business,PROD285,Lifestyle,Home Decor,2,1827,0.15,3654,3105.9,2442.796,168,6,4,0,,FC4
ORD00513,23-Sep-2023,CUST1381,East,Corporate,PROD256,Lifestyle,Home Decor,5,4570,0.15,22850,19422.5,18013.37,255,2,2,0,,FC4
ORD00514,19-Jan-2025,CUST1516,West,Corporate,PROD320,Fashion,Footwear,1,1994,0.05,1994,1894.3,1587.117,191,4,4,0,,FC3
ORD00515,3-Sep-2023,CUST1124,South,Consumer,PROD425,Lifestyle,Home Decor,1,992,0.05,992,942.4,783.5764,258,5,4,0,,FC1
ORD00516,31-Aug-2023,CUST1624,South,Consumer,PROD343,Fashion,Footwear,1,4110,0.1,4110,3699,3185.005,101,4,4,0,,FC2
ORD00517,12-Dec-2024,CUST1538,South,Consumer,PROD188,Lifestyle,Fitness,1,1491,0,1491,1491,963.0444,229,3,2,0,,FC1
ORD00518,17-Jun-2024,CUST1783,West,Corporate,PROD255,Lifestyle,Fitness,5,337,0.3,1685,1179.5,845.4721,201,4,4,0,,FC2
ORD00519,10-Jan-2023,CUST1395,South,Corporate,PROD250,Electronics,Laptop,4,2789,0,11156,11156,7838.173,217,2,2,0,,FC2
ORD00520,23-Jan-2023,CUST1734,East,Small Business,PROD276,Lifestyle,Beauty,1,3226,0,3226,3226,1940.565,115,7,6,0,,FC1
ORD00521,27-Dec-2024,CUST1783,North,Consumer,PROD180,Electronics,Audio,3,2639,0.1,7917,7125.3,4762.803,160,3,3,0,,FC1
ORD00522,28-Apr-2024,CUST1478,North,Small Business,PROD471,Lifestyle,Home Decor,1,309,0.05,309,293.55,216.4456,234,5,5,1,Quality Issue,FC3
ORD00523,19-Nov-2025,CUST1810,East,Consumer,PROD384,Fashion,Apparel,2,2899,0.5,5798,2899,3651.086,259,2,2,0,,FC4
ORD00524,25-Feb-2025,CUST1790,North,Consumer,PROD173,Lifestyle,Fitness,2,3179,0,6358,6358,4898.467,215,4,4,0,,FC3
ORD00525,13-Dec-2025,CUST1900,North,Corporate,PROD247,Electronics,Audio,5,1237,0.2,6185,4948,3133.56,128,5,4,0,,FC2
ORD00526,8-May-2023,CUST1743,West,Small Business,PROD358,Lifestyle,Home Decor,2,4097,0.2,8194,6555.2,6337.845,104,2,3,0,,FC3
ORD00527,19-Jul-2023,CUST1293,South,Consumer,PROD185,Electronics,Mobile,1,3972,0,3972,3972,2298.64,245,5,5,0,,FC3
ORD00528,7-Jun-2024,CUST1995,North,Small Business,PROD312,Lifestyle,Fitness,5,323,0.1,1615,1453.5,897.8873,53,2,2,0,,FC4
ORD00529,18-Jun-2023,CUST1136,North,Consumer,PROD346,Fashion,Accessories,1,2292,0.2,2292,1833.6,1615.898,91,3,2,1,Damaged,FC1
ORD00530,24-May-2025,CUST1227,East,Consumer,PROD397,Electronics,Audio,3,3693,0.1,11079,9971.1,6523.291,99,6,6,0,,FC4
ORD00531,18-Jul-2025,CUST1704,East,Consumer,PROD221,Electronics,Laptop,5,1335,0.05,6675,6341.25,4123.982,246,5,3,0,,FC2
ORD00532,14-Oct-2025,CUST1171,East,Consumer,PROD459,Fashion,Apparel,3,3290,0.05,9870,9376.5,5520.383,149,4,3,0,,FC3
ORD00533,1-Jun-2025,CUST1570,West,Corporate,PROD408,Lifestyle,Fitness,4,3608,0,14432,14432,10353.36,197,9,6,0,,FC3
ORD00534,25-May-2025,CUST1113,East,Consumer,PROD456,Fashion,Apparel,5,739,0.3,3695,2586.5,1883.152,177,7,6,0,,FC2
ORD00535,25-Sep-2024,CUST1999,East,Consumer,PROD275,Fashion,Footwear,5,2110,0.3,10550,7385,6057.214,176,3,2,0,,FC4
ORD00536,9-Dec-2024,CUST1912,West,Corporate,PROD378,Electronics,Laptop,2,1572,0.4,3144,1886.4,1888.627,83,4,3,0,,FC4
ORD00537,20-Oct-2025,CUST1939,North,Small Business,PROD116,Electronics,Laptop,3,340,0.15,1020,867,566.6605,268,7,6,0,,FC3
ORD00538,29-May-2023,CUST1869,West,Consumer,PROD260,Lifestyle,Fitness,4,3764,0.2,15056,12044.8,10016.71,194,3,3,0,,FC2
ORD00539,18-Jan-2023,CUST1334,East,Corporate,PROD114,Lifestyle,Fitness,4,587,0.2,2348,1878.4,1497.526,285,3,2,0,,FC3
ORD00540,9-Jun-2023,CUST1299,North,Consumer,PROD278,Electronics,Mobile,1,1091,0,1091,1091,615.867,246,2,2,1,Damaged,FC1
ORD00541,8-Nov-2023,CUST1244,South,Corporate,PROD350,Lifestyle,Fitness,3,524,0.3,1572,1100.4,1141.908,224,6,6,0,,FC3
ORD00542,31-Dec-2025,CUST1058,South,Consumer,PROD318,Electronics,Audio,2,1596,0.25,3192,2394,1732.755,267,2,2,0,,FC4
ORD00543,20-Aug-2023,CUST1588,East,Consumer,PROD235,Lifestyle,Home Decor,5,1117,0,5585,5585,3442.64,217,3,3,0,,FC1
ORD00544,20-Dec-2023,CUST1546,North,Consumer,PROD309,Electronics,Audio,2,3916,0.4,7832,4699.2,5689.788,81,8,6,0,,FC3
ORD00545,18-Mar-2025,CUST1948,South,Small Business,PROD143,Lifestyle,Beauty,4,2670,0.1,10680,9612,7322.274,67,4,4,1,Size Issue,FC2
ORD00546,30-Mar-2023,CUST1903,West,Consumer,PROD342,Fashion,Apparel,3,1036,0,3108,3108,2238.26,198,2,2,0,,FC3
ORD00547,17-Oct-2025,CUST1728,East,Small Business,PROD261,Lifestyle,Fitness,4,2066,0.15,8264,7024.4,4753.15,152,3,3,0,,FC2
ORD00548,10-Oct-2023,CUST1675,North,Corporate,PROD181,Lifestyle,Fitness,2,1290,0.25,2580,1935,1316.573,260,5,3,0,,FC1
ORD00549,2-Feb-2023,CUST1477,South,Corporate,PROD354,Lifestyle,Fitness,3,2202,0.4,6606,3963.6,4183.261,227,2,2,0,,FC3
ORD00550,1-Oct-2023,CUST1203,West,Corporate,PROD233,Fashion,Footwear,2,1756,0.4,3512,2107.2,2496.464,233,2,2,0,,FC3
ORD00551,26-Aug-2024,CUST1621,East,Consumer,PROD165,Lifestyle,Home Decor,2,4549,0.25,9098,6823.5,5456.947,93,5,3,0,,FC4
ORD00552,15-Apr-2024,CUST1734,West,Small Business,PROD197,Lifestyle,Fitness,3,2032,0.05,6096,5791.2,3541.471,272,7,4,1,Damaged,FC4
ORD00553,8-Mar-2023,CUST1099,North,Small Business,PROD477,Fashion,Accessories,4,3674,0,14696,14696,8748.81,111,6,6,0,,FC3
ORD00554,12-Jan-2024,CUST1041,North,Corporate,PROD472,Fashion,Accessories,5,2328,0.05,11640,11058,8613.415,263,2,3,0,,FC4
ORD00555,28-Mar-2025,CUST1961,East,Consumer,PROD470,Fashion,Footwear,1,1920,0,1920,1920,1350.839,214,4,2,0,,FC4
ORD00556,19-Oct-2025,CUST1740,North,Small Business,PROD244,Fashion,Footwear,4,281,0.2,1124,899.2,864.4108,76,6,6,0,,FC3
ORD00557,8-Jun-2024,CUST1887,West,Small Business,PROD301,Lifestyle,Beauty,4,661,0.15,2644,2247.4,1763.111,124,2,2,0,,FC1
ORD00558,20-Apr-2025,CUST1165,East,Small Business,PROD174,Fashion,Accessories,4,3543,0,14172,14172,11054.97,124,6,5,0,,FC2
ORD00559,23-Jun-2025,CUST1129,South,Consumer,PROD351,Lifestyle,Home Decor,4,2084,0,8336,8336,4678.825,131,3,3,0,,FC3
ORD00560,28-Jan-2023,CUST1680,East,Consumer,PROD339,Lifestyle,Home Decor,3,2270,0.4,6810,4086,5083.512,189,2,2,0,,FC1
ORD00561,29-Oct-2023,CUST1482,North,Small Business,PROD231,Fashion,Accessories,5,3793,0.4,18965,11379,10544.72,281,4,2,0,,FC3
ORD00562,25-Apr-2024,CUST1142,South,Consumer,PROD336,Electronics,Laptop,5,649,0.05,3245,3082.75,2484.775,233,7,6,1,Late Delivery,FC3
ORD00563,20-Jun-2023,CUST1475,North,Corporate,PROD352,Lifestyle,Home Decor,4,2536,0,10144,10144,6364.397,109,4,5,0,,FC2
ORD00564,2-Mar-2024,CUST1873,North,Corporate,PROD199,Electronics,Laptop,2,2053,0.1,4106,3695.4,2102.813,289,8,5,0,,FC1
ORD00565,8-Oct-2024,CUST1693,East,Small Business,PROD120,Electronics,Audio,4,3995,0.15,15980,13583,11369.85,156,3,3,0,,FC3
ORD00566,27-May-2023,CUST1069,South,Small Business,PROD403,Fashion,Apparel,3,3483,0.15,10449,8881.65,7145.616,51,6,5,0,,FC2
ORD00567,9-Jun-2025,CUST1471,West,Consumer,PROD127,Fashion,Accessories,5,4753,0.05,23765,22576.75,16098.69,265,5,5,0,,FC4
ORD00568,20-Jun-2025,CUST1815,South,Consumer,PROD378,Fashion,Accessories,3,1202,0,3606,3606,1997.99,117,3,3,0,,FC2
ORD00569,10-Feb-2023,CUST1921,West,Consumer,PROD428,Fashion,Apparel,5,2092,0.3,10460,7322,5744.757,184,1,2,0,,FC2
ORD00570,7-Jan-2025,CUST1085,North,Corporate,PROD145,Fashion,Footwear,2,3427,0.3,6854,4797.8,4358.739,203,5,3,0,,FC2
ORD00571,1-Nov-2023,CUST1977,South,Consumer,PROD368,Fashion,Accessories,5,3833,0,19165,19165,12878.25,206,5,3,0,,FC3
ORD00572,10-Jan-2025,CUST1558,West,Small Business,PROD337,Electronics,Mobile,2,3753,0,7506,7506,5885.156,226,6,6,0,,FC4
ORD00573,13-Mar-2024,CUST1708,North,Consumer,PROD324,Lifestyle,Home Decor,3,862,0.25,2586,1939.5,1499.403,256,2,2,1,Size Issue,FC3
ORD00574,11-Jun-2024,CUST1302,South,Consumer,PROD471,Electronics,Laptop,5,2768,0,13840,13840,7798.233,185,5,4,0,,FC1
ORD00575,20-Mar-2025,CUST1351,North,Consumer,PROD157,Electronics,Laptop,1,2023,0.3,2023,1416.1,1253.615,149,5,5,0,,FC1
ORD00576,14-Oct-2023,CUST1911,West,Consumer,PROD225,Fashion,Footwear,1,287,0.4,287,172.2,191.5843,239,4,4,0,,FC1
ORD00577,2-Feb-2025,CUST1707,East,Corporate,PROD302,Fashion,Apparel,2,2674,0.05,5348,5080.6,2803.747,214,7,6,0,,FC1
ORD00578,6-Dec-2025,CUST1165,South,Corporate,PROD279,Lifestyle,Beauty,4,596,0.2,2384,1907.2,1344.278,259,3,3,0,,FC4
ORD00579,20-Nov-2023,CUST1042,North,Consumer,PROD341,Fashion,Footwear,2,4390,0.4,8780,5268,4591.217,100,3,3,0,,FC3
ORD00580,30-Oct-2024,CUST1820,East,Consumer,PROD325,Lifestyle,Beauty,1,2592,0.25,2592,1944,1677.111,246,7,6,0,,FC4
ORD00581,14-Oct-2023,CUST1003,North,Small Business,PROD277,Fashion,Apparel,2,4554,0.25,9108,6831,6956.663,99,6,6,0,,FC4
ORD00582,17-Oct-2025,CUST1272,East,Corporate,PROD389,Lifestyle,Beauty,3,2730,0,8190,8190,4723.112,195,4,3,0,,FC3
ORD00583,9-Jul-2023,CUST1982,West,Small Business,PROD188,Electronics,Audio,5,4124,0.2,20620,16496,11861.47,285,3,2,0,,FC1
ORD00584,6-Apr-2024,CUST1526,South,Consumer,PROD368,Fashion,Footwear,2,1211,0.2,2422,1937.6,1921.373,83,6,4,0,,FC1
ORD00585,1-Dec-2024,CUST1462,South,Corporate,PROD367,Electronics,Laptop,1,3046,0.05,3046,2893.7,1771.061,92,3,3,1,Quality Issue,FC3
ORD00586,10-Apr-2024,CUST1911,South,Corporate,PROD182,Fashion,Footwear,1,599,0.05,599,569.05,446.3985,53,3,3,1,Late Delivery,FC2
ORD00587,16-Aug-2025,CUST1413,West,Small Business,PROD108,Fashion,Footwear,4,4324,0.4,17296,10377.6,9747.293,160,3,3,0,,FC3
ORD00588,14-May-2025,CUST1411,South,Consumer,PROD455,Electronics,Audio,1,926,0.2,926,740.8,738.8286,98,3,2,1,Damaged,FC3
ORD00589,15-Jul-2025,CUST1415,East,Small Business,PROD187,Fashion,Accessories,1,3274,0,3274,3274,2139.988,194,3,3,0,,FC2
ORD00590,12-Sep-2023,CUST1196,North,Small Business,PROD157,Fashion,Accessories,5,2871,0.1,14355,12919.5,7807.868,120,6,6,1,Damaged,FC2
ORD00591,3-Feb-2023,CUST1822,South,Small Business,PROD140,Lifestyle,Home Decor,1,3163,0,3163,3163,2412.628,111,5,5,0,,FC1
ORD00592,15-Nov-2023,CUST1009,North,Corporate,PROD219,Lifestyle,Fitness,3,1470,0.05,4410,4189.5,2867.06,299,5,3,0,,FC2
ORD00593,11-Apr-2025,CUST1085,South,Corporate,PROD203,Fashion,Footwear,5,4029,0.3,20145,14101.5,12502.9,102,5,5,0,,FC2
ORD00594,9-Sep-2024,CUST1994,East,Consumer,PROD342,Electronics,Audio,4,717,0.2,2868,2294.4,1523.049,54,5,3,0,,FC2
ORD00595,2-Nov-2024,CUST1264,North,Consumer,PROD311,Lifestyle,Beauty,2,1444,0.25,2888,2166,1697.142,257,5,5,0,,FC4
ORD00596,30-Dec-2023,CUST1906,West,Corporate,PROD211,Fashion,Footwear,2,3975,0.05,7950,7552.5,4356.78,270,4,4,0,,FC2
ORD00597,29-Jul-2023,CUST1601,West,Corporate,PROD331,Electronics,Audio,3,4553,0.1,13659,12293.1,9663.348,51,5,4,0,,FC2
ORD00598,18-Jul-2025,CUST1758,South,Consumer,PROD355,Lifestyle,Beauty,4,1450,0.1,5800,5220,4219.631,194,8,6,0,,FC3
ORD00599,4-Apr-2023,CUST1661,East,Consumer,PROD238,Electronics,Mobile,2,342,0,684,684,456.4911,273,5,6,0,,FC4
ORD00600,23-Aug-2023,CUST1670,West,Consumer,PROD425,Electronics,Mobile,2,471,0,942,942,667.8146,218,3,3,0,,FC1
ORD00601,28-Jun-2024,CUST1099,East,Small Business,PROD243,Electronics,Laptop,1,1794,0,1794,1794,1407.642,50,7,6,0,,FC3
ORD00602,14-Aug-2025,CUST1799,East,Consumer,PROD170,Lifestyle,Home Decor,2,2190,0,4380,4380,3307.83,80,3,4,0,,FC2
ORD00603,12-Jan-2023,CUST1732,North,Corporate,PROD299,Lifestyle,Beauty,1,837,0,837,837,519.4222,134,2,2,0,,FC4
ORD00604,22-Oct-2023,CUST1275,North,Consumer,PROD252,Fashion,Accessories,2,4911,0.15,9822,8348.7,6225.294,251,6,5,0,,FC1
ORD00605,20-Mar-2024,CUST1465,North,Consumer,PROD319,Fashion,Apparel,3,4674,0.05,14022,13320.9,10141.41,195,3,2,0,,FC1
ORD00606,7-Nov-2025,CUST1480,East,Corporate,PROD160,Lifestyle,Home Decor,3,3782,0,11346,11346,7023.461,262,4,3,0,,FC3
ORD00607,20-Oct-2024,CUST1046,North,Consumer,PROD491,Electronics,Mobile,1,2628,0.15,2628,2233.8,1338.359,215,4,4,0,,FC2
ORD00608,14-Jul-2024,CUST1191,North,Corporate,PROD167,Lifestyle,Home Decor,5,4025,0.1,20125,18112.5,12470.48,61,2,3,0,,FC3
ORD00609,7-Jun-2023,CUST1295,West,Corporate,PROD477,Lifestyle,Fitness,1,957,0.4,957,574.2,686.5358,253,7,4,1,,FC3
ORD00610,21-Nov-2025,CUST1677,East,Corporate,PROD396,Electronics,Laptop,2,1872,0.15,3744,3182.4,2519.248,208,3,3,0,,FC2
ORD00611,15-Mar-2025,CUST1132,South,Consumer,PROD288,Electronics,Laptop,3,4026,0.1,12078,10870.2,7828.619,155,2,2,0,,FC3
ORD00612,9-Mar-2025,CUST1898,West,Small Business,PROD476,Lifestyle,Fitness,3,369,0,1107,1107,660.095,50,2,2,0,,FC1
ORD00613,29-May-2025,CUST1801,South,Small Business,PROD200,Fashion,Footwear,1,1888,0.1,1888,1699.2,1256.597,231,6,4,0,,FC2
ORD00614,11-Feb-2023,CUST1748,North,Consumer,PROD137,Fashion,Accessories,4,4716,0,18864,18864,13129.9,214,6,6,0,,FC4
ORD00615,24-Nov-2025,CUST1132,East,Small Business,PROD337,Electronics,Mobile,5,2592,0.1,12960,11664,10308.46,167,6,3,0,,FC2
ORD00616,3-Oct-2024,CUST1390,North,Consumer,PROD272,Electronics,Laptop,3,799,0,2397,2397,1519.04,242,6,6,0,,FC2
ORD00617,7-Jan-2024,CUST1471,North,Consumer,PROD405,Electronics,Mobile,1,1846,0.05,1846,1753.7,1100.331,197,5,4,0,,FC2
ORD00618,9-Feb-2024,CUST1023,East,Small Business,PROD310,Lifestyle,Home Decor,2,4979,0.1,9958,8962.2,7212.874,117,5,6,0,,FC3
ORD00619,28-Jun-2023,CUST1087,North,Small Business,PROD149,Electronics,Laptop,4,3829,0.2,15316,12252.8,10243.5,113,2,2,0,,FC2
ORD00620,10-Jan-2024,CUST1239,West,Small Business,PROD357,Fashion,Apparel,4,2195,0.05,8780,8341,6452.382,183,6,6,0,,FC2
ORD00621,9-Sep-2024,CUST1148,East,Consumer,PROD479,Electronics,Audio,3,227,0.1,681,612.9,362.1614,215,1,2,0,,FC4
ORD00622,4-Jul-2023,CUST1188,East,Corporate,PROD238,Lifestyle,Home Decor,5,493,0,2465,2465,1722.416,161,5,4,0,,FC4
ORD00623,1-Jun-2024,CUST1419,West,Consumer,PROD317,Fashion,Accessories,1,4566,0.2,4566,3652.8,2666.527,258,2,2,0,,FC2
ORD00624,8-Feb-2023,CUST1876,South,Small Business,PROD449,Fashion,Apparel,4,1706,0.05,6824,6482.8,4855.663,75,6,6,0,,FC4
ORD00625,24-Nov-2025,CUST1594,West,Consumer,PROD242,Fashion,Accessories,2,767,0,1534,1534,1061.248,234,4,4,0,,FC2
ORD00626,27-Jan-2023,CUST1777,North,Corporate,PROD172,Electronics,Audio,3,3770,0.2,11310,9048,7913.998,162,4,5,0,,FC4
ORD00627,14-Jun-2024,CUST1657,East,Corporate,PROD180,Electronics,Mobile,2,4730,0.4,9460,5676,4768.545,86,6,6,0,,FC1
ORD00628,17-Jul-2024,CUST1549,West,Corporate,PROD342,Lifestyle,Beauty,1,2324,0.1,2324,2091.6,1740.005,56,5,2,0,,FC2
ORD00629,9-Sep-2023,CUST1376,South,Corporate,PROD385,Electronics,Mobile,2,3749,0.25,7498,5623.5,5532.1,265,5,5,0,,FC2
ORD00630,17-Jan-2023,CUST1742,East,Consumer,PROD276,Electronics,Laptop,2,2529,0.1,5058,4552.2,3603.912,92,5,4,0,,FC2
ORD00631,18-Oct-2024,CUST1172,West,Corporate,PROD400,Lifestyle,Fitness,1,4037,0.5,4037,2018.5,2305.45,127,5,5,0,,FC1
ORD00632,16-Sep-2024,CUST1636,North,Small Business,PROD496,Fashion,Apparel,1,4016,0.3,4016,2811.2,2476.42,156,4,4,0,,FC1
ORD00633,28-Aug-2025,CUST1695,West,Consumer,PROD160,Fashion,Footwear,4,322,0.1,1288,1159.2,844.2267,236,2,2,0,,FC1
ORD00634,14-Apr-2025,CUST1424,East,Small Business,PROD329,Lifestyle,Fitness,3,3164,0.2,9492,7593.6,5329.519,243,5,2,1,Quality Issue,FC2
ORD00635,25-Jun-2025,CUST1186,East,Corporate,PROD139,Lifestyle,Beauty,5,1902,0.25,9510,7132.5,7289.696,225,5,5,0,,FC3
ORD00636,16-Jun-2024,CUST1825,West,Consumer,PROD176,Fashion,Footwear,3,1285,0.1,3855,3469.5,3078.853,299,6,4,0,,FC1
ORD00637,9-Oct-2024,CUST1715,East,Small Business,PROD342,Fashion,Accessories,4,1723,0.25,6892,5169,4019.84,169,5,6,0,,FC3
ORD00638,29-Aug-2023,CUST1138,South,Small Business,PROD221,Fashion,Apparel,4,503,0,2012,2012,1106.363,56,4,4,0,,FC3
ORD00639,29-Apr-2024,CUST1120,West,Corporate,PROD223,Fashion,Accessories,5,1038,0.2,5190,4152,3672.724,191,4,4,0,,FC3
ORD00640,5-Apr-2025,CUST1296,East,Consumer,PROD214,Fashion,Apparel,1,752,0.2,752,601.6,477.398,137,3,4,0,,FC2
ORD00641,23-Jul-2023,CUST1136,North,Corporate,PROD198,Electronics,Laptop,2,1959,0.25,3918,2938.5,2915.348,118,4,4,0,,FC4
ORD00642,10-May-2024,CUST1885,North,Small Business,PROD156,Electronics,Audio,2,2889,0.1,5778,5200.2,4021.89,249,4,4,0,,FC2
ORD00643,15-Aug-2023,CUST1484,West,Small Business,PROD172,Fashion,Accessories,2,4263,0.25,8526,6394.5,6102.745,133,3,4,0,,FC3
ORD00644,4-Jan-2024,CUST1636,West,Small Business,PROD215,Electronics,Audio,5,1961,0.05,9805,9314.75,7376.872,271,2,2,0,,FC1
ORD00645,16-May-2025,CUST1990,North,Corporate,PROD446,Lifestyle,Fitness,2,4928,0.3,9856,6899.2,7321.525,127,1,2,0,,FC3
ORD00646,23-Apr-2025,CUST1566,East,Corporate,PROD403,Fashion,Footwear,3,2175,0.5,6525,3262.5,3350.41,101,3,3,0,,FC4
ORD00647,24-Jun-2023,CUST1655,North,Corporate,PROD434,Lifestyle,Home Decor,2,2077,0,4154,4154,2146.34,297,2,2,0,,FC2
ORD00648,5-Aug-2025,CUST1852,West,Corporate,PROD222,Electronics,Mobile,2,632,0.2,1264,1011.2,956.8168,103,2,2,0,,FC4
ORD00649,24-Sep-2025,CUST1635,North,Consumer,PROD259,Fashion,Footwear,5,295,0,1475,1475,813.7551,215,5,3,0,,FC3
ORD00650,11-Nov-2024,CUST1442,North,Small Business,PROD136,Lifestyle,Beauty,1,2093,0.4,2093,1255.8,1414.525,56,6,6,0,,FC1
ORD00651,12-Oct-2023,CUST1010,North,Small Business,PROD300,Electronics,Laptop,1,4080,0.2,4080,3264,2989.235,261,6,5,0,,FC1
ORD00652,31-Dec-2023,CUST1107,North,Corporate,PROD139,Lifestyle,Home Decor,5,251,0.25,1255,941.25,647.0977,125,2,2,0,,FC1
ORD00653,26-Feb-2025,CUST1633,East,Consumer,PROD430,Lifestyle,Home Decor,5,3954,0,19770,19770,13518.74,77,5,5,0,,FC4
ORD00654,16-Feb-2024,CUST1050,East,Small Business,PROD211,Fashion,Accessories,1,2548,0.15,2548,2165.8,2014.889,187,2,2,0,,FC2
ORD00655,24-Sep-2024,CUST1173,East,Corporate,PROD189,Lifestyle,Home Decor,5,2308,0,11540,11540,6963.56,215,5,5,0,,FC4
ORD00656,30-Mar-2024,CUST1693,North,Corporate,PROD303,Lifestyle,Beauty,3,1429,0.4,4287,2572.2,2598.198,225,4,4,0,,FC3
